ticket_subject,ticket_description,category,subcategory,device_type,tags
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,it,medium"
Laptop touchpad not working,The touchpad on my laptop is unresponsive. I am currently using a USB mouse as a workaround.,hardware,laptop,laptop,"hardware,laptop,legal,high"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,logistics,critical"
Application access needed for new employee,Please grant application access to a new team member starting Monday.,access,application,desktop,"access,application,finance,medium"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,legal,medium"
VPN access needed for contractor,Please provision VPN access for an external contractor starting this week.,access,VPN,laptop,"access,VPN,sales,medium"
Laptop docking station not recognized,"When docking my laptop, external monitors and peripherals are not detected.",hardware,laptop,laptop,"hardware,laptop,sales,high"
Application crashes on login,The business application crashes immediately upon entering credentials.,access,application,desktop,"access,application,support,medium"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,legal,high"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,sales,high"
Tablet app crashes on launch,The required business app crashes immediately upon opening on this tablet.,hardware,tablet,tablet,"hardware,tablet,logistics,medium"
Scanner not detected by computer,The document scanner is connected but not recognized by the workstation.,software,scanner,desktop,"software,scanner,it,medium"
Printer calibration needed,Print outputs are misaligned and colors are off. The printer needs calibration.,hardware,printer,printer,"hardware,printer,legal,high"
VPN client fails to connect,The VPN client returns an authentication error when trying to connect from home.,access,VPN,laptop,"access,VPN,finance,medium"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,general,desktop,"other,general,marketing,high"
Tablet cannot join corporate WiFi,The tablet fails to authenticate with the corporate wireless network.,hardware,tablet,tablet,"hardware,tablet,support,low"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,it,high"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,procurement,high"
New employee account setup needed,Please create all required accounts for new employee starting next Monday.,access,account,desktop,"access,account,procurement,medium"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,r&d,medium"
Printer calibration needed,Print outputs are misaligned and colors are off. The printer needs calibration.,hardware,printer,printer,"hardware,printer,executive,medium"
ERP login page not loading,The ERP system login page fails to load for users on the office network.,software,ERP,desktop,"software,ERP,logistics,medium"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,operations,medium"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,support,critical"
Printer network connection lost,The office printer has lost its network connection and cannot receive print jobs.,hardware,printer,printer,"hardware,printer,production,high"
Firewall logs showing suspicious activity,Firewall logs show repeated connection attempts from unknown IPs.,network,firewall,server,"network,firewall,finance,high"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,procurement,medium"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,hr,medium"
WiFi dead zone in conference room,There is no WiFi signal in the second-floor conference room. Extender needed.,network,WiFi,tablet,"network,WiFi,finance,critical"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,sales,critical"
Firewall rule change request,Please add a firewall rule to allow traffic from a new partner IP range.,network,firewall,server,"network,firewall,r&d,high"
Monitor resolution incorrect,Monitor is stuck at a lower resolution and cannot be changed in display settings.,hardware,monitor,monitor,"hardware,monitor,hr,medium"
Account permissions need updating,User's role changed and their account permissions need to be updated accordingly.,access,account,desktop,"access,account,production,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,production,high"
Monitor resolution incorrect,Monitor is stuck at a lower resolution and cannot be changed in display settings.,hardware,monitor,monitor,"hardware,monitor,marketing,high"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,logistics,medium"
Laptop screen goes black randomly,The laptop display randomly goes black and requires a restart to recover.,hardware,laptop,laptop,"hardware,laptop,procurement,high"
